name,url,type,address,label,feature,price,comment1,comment2,comment3,comment_count,lng,lat
民福居(小营店) 分店,/shop/3089830,北京菜,朝阳区小营路5号1-3楼 51313016,家常菜 亚运村,烤鸭 贝勒烤肉 宫保鸡丁,62,7.9,7.8,7.6,135,116.43041,40.001595
孟记粥铺(小营店) 分店,/shop/1999366,小吃快餐,朝阳区安定门外小营路11号巨擘达大厦底商 ,粥店 亚运村,皮蛋瘦肉粥 家常饼 麻辣烫,27,6.6,6.6,6.6,135,116.429855,39.999912
老边饺子馆(东单店) 分店,/shop/3106846,小吃快餐,东城区东单北大街3号 65226077,饺子 王府井/东单,饺子 蒸饺 老边猪肝,46,8.2,7.6,7.8,135,116.423935,39.92092
金雨轩居家常菜,/shop/2453878,北京菜,西城区广外红居街远见明苑底商 63409199,家常菜 广外大街,宫保鸡丁 水煮鱼 凉拌苦菊,52,7.2,7.5,7.4,135,116.34535,39.88875
江上渔家(首都机场店),/shop/2411824,川菜,朝阳区首都机场宿舍区南路西里甲18号楼 64581218,川菜 首都机场,毛血旺 水煮鱼 酸菜鱼,74,8.2,8.3,8,135,116.599075,40.055443
江户前寿司店(好运街店) 分店,/shop/3158650,日本,朝阳区好运街C区9单元LUCKY STREET内 58670293,日本料理 亮马桥/三元桥,寿司 鱼生 金枪鱼,216,8.2,8.1,8.1,135,116.47831,39.955894
宏状元粥店(左家庄店) 分店,/shop/2336893,小吃快餐,朝阳区左家庄1号贵国酒店1楼 64605617,粥店 左家庄,皮蛋瘦肉粥 扁豆肉丝焖面 麻酱糖饼,27,7.9,7.9,7.9,135,116.45449,39.964012
红太阳美食生态园(东坝乡店) 分店,/shop/2410885,北京菜,朝阳区东坝乡驹子房村东8号 52070866,农家菜 婚宴酒店 东坝,大锅栗子炖驴肉 武大郎烧饼 清蒸大闸蟹,86,7.4,8.5,8.1,135,116.56329,39.964493
合利屋快餐(人寿大厦店) 分店,/shop/515842,小吃快餐,朝阳区朝阳门外大街16号中国人寿大厦B1楼 85251212,快餐/简餐 朝外大街,烤鸡饭 南瓜粥 意大利面,20,6.7,6.3,6.7,135,116.44695,39.92968
好嫂子刀削面(永定路店) 分店,/shop/2861350,小吃快餐,海淀区复兴路甲36-1号 88203796,粉面馆 公主坟/万寿路,茄红慢煨牛肉面 猪蹄 牛肉面,25,7.9,7.7,7.4,135,116.270546,39.912857
沸腾渝家(万柳华联店) 分店,/shop/4212521,北京菜 川菜,海淀区巴沟路2号华联万柳购物中心5楼F504号铺 82589379,川菜 家常菜 苏州桥,水煮鱼 蓝莓山药 都很垃圾,72,5.2,6,4.5,135,116.30174,39.979195
东北三江活鱼村(方庄店) 分店,/shop/6076505,东北菜,丰台区定安路 56269222,东北菜 刘家窑 方庄,大铁锅炖鱼 马哈鱼 铁锅炖江鱼,66,7.5,7.4,7.5,135,116.42036,39.868225
大鸭梨烤鸭店(金顶街店) 分店,/shop/511287,北京菜,石景山区金顶西街青年公寓综合楼 88714328,烤鸭 婚宴酒店 模式口,烤鸭 宫爆鸡丁 蓝莓山药,53,7.6,7.8,7.6,135,116.16583,39.935555
大碗张拉面(牡丹园店) 分店,/shop/513728,小吃快餐,海淀区花园东路31号牡丹宾馆 82081716,粉面馆 北太平庄,拉面 炒面 酿皮,17,6.8,6.3,6.8,135,116.375534,39.98307
八先生涮肉坊(辛店路店) 分店,/shop/2815540,火锅,朝阳区北苑路108号 64968838,涮羊肉 北苑家园,羊肉 烧饼 虾滑,99,8.2,8.4,7.7,135,116.42444,40.015656
一品小笼(悠唐广场店) 分店,/shop/6337183,小吃快餐,朝阳区三丰北里2号悠唐生活广场B1美食区 ,包子 朝外大街,鲜肉小笼 鲜虾小笼 蟹粉小笼,35,7.4,7.7,6.9,134,116.44698,39.927547
新文食屋手擀面,/shop/515776,小吃快餐 北京菜 川菜,东城区东直门内大街231号-1 64076831,炸酱面 家常菜 东直门,手擀面 麻辣小龙虾 炸河虾,59,7,6.4,6,134,116.42589,39.947395
新疆阿达西新疆菜(甜水园店) 分店,/shop/2137558,新疆菜,朝阳区甜水园小区7号楼 65910864,新疆菜 朝阳公园/团结湖,大盘鸡 肉串 肉筋,42,8.1,7.4,7.8,134,116.49101,39.931408
西部马华牛肉面(京广店) 分店,/shop/513145,小吃快餐 西北菜,朝阳区关东店北街8号楼东侧 65301168,西北菜 粉面馆 朝外大街,拉面 羊肉串 炒面片,20,7.7,6.8,6.6,134,116.46636,39.92843
食度面馆 分店,/shop/3663931,小吃快餐,朝阳区酒仙桥路4号798艺术区内 59789975,粉面馆 酒仙桥,鸭腿面 肥肠面 榨菜肉丝面,23,8.1,8.1,8.1,134,116.50113,39.989147
秦香陕西面馆,/shop/3480091,小吃快餐 西北菜,朝阳区望京金隅丽港城甲5号楼 84771566,粉面馆 西北菜 望京,肉夹馍 油泼扯面 秦镇米皮,27,8.1,8,7.2,134,116.46849,39.995415
老车记铁板烧(五道口店) 分店,/shop/4220252,川菜,海淀区成府路28号五道口购物中心5楼14-15号 62666180,法国菜 香锅 五道口,牛排 鳕鱼 煎蛋,74,7.5,7.2,7.7,134,116.34587,39.99833
兰庭玉树四合茶餐院,/shop/3648160,小吃快餐,西城区新街口北大街板桥二条15号 83223277,茶馆 快餐/简餐 新街口,丸子 蘑菇 养生锅,172,7.7,8.7,8.5,134,116.379555,39.952568
健将一品粥(刘家窑店) 分店,/shop/2874289,小吃快餐,丰台区南三环中路小铁营10号恒松园7号楼 67654093,粥店 刘家窑,扁豆焖面 皮蛋瘦肉粥 牛肉卷饼,24,7.5,7.5,7.2,134,116.42558,39.863743
嘉和一品粥(公主坟店) 分店,/shop/3107359,小吃快餐,海淀区复兴路甲23号城乡贸易中心东侧商业楼2楼 68188101,粥店 公主坟/万寿路,皮蛋瘦肉粥 扁豆焖面 嘉和拌菜,26,7.4,7.3,7.1,134,116.313995,39.914658
胡椒厨房(金源店) 分店,/shop/6070236,西餐,海淀区远大路1号金源时代购物中心燕莎5楼 ,西式简餐 远大路,胡椒牛肉饭 胡椒鸡肉饭 咖喱牛肉饭,36,8.2,7.2,7.8,134,116.298035,39.96506
海岛渔排火锅,/shop/13746071,火锅,西城区赵登禹路128号，西四北六条 66156707,火锅 西四,椰子鸡 冬阴功锅底 脆肉腕,84,9,8.8,8.8,134,116.37428,39.93572
过桥缘(望京华彩国际店) 分店,/shop/3652810,小吃快餐,朝阳区广顺北大街华彩国际1楼 59789673,粉面馆 望京,番茄米线 过桥米线 麻辣米线,26,7.9,7.7,8.2,134,116.4732,40.029198
锅色天香(当代店) 分店,/shop/3576967,火锅,石景山区阜石路165号当代商城B1楼 88939088,其他火锅 苹果园,虾滑 四色丸子拼盘 西瓜汁,86,8.1,8.6,8.4,134,116.20342,39.93138
德记炙炉烤肉(广外店) 分店,/shop/8039979,小吃快餐,西城区广安门外南街63号西翠宾馆内 51861729,烧烤 广外大街,烤鸭 烤肉 香菇牛肉,43,7,7,7.4,134,116.35287,39.88615
德川家日本料理(浅草店) 分店,/shop/509215,日本,朝阳区北辰东路慧忠北里413号楼 64830303,日式自助 亚运村,生鱼片 烤鳗鱼 三文鱼,155,7.4,7.4,7.3,134,116.4072,40.010612
稻香村(通州店) 分店,/shop/2430013,小吃快餐,通州区车站路19号 69557012,老北京小吃 梨园,牛舌饼 起酥 蒜肠,36,8.7,8.1,8.1,134,116.668655,39.910866
城南居,/shop/2368873,小吃快餐,西城区南菜园甲2号 63580399,炸酱面 右安门,炸酱面 炸灌肠 芥末墩,41,8.4,7.9,8,134,116.358765,39.881218
一碗居老北京炸酱面 分店,/shop/5540787,小吃快餐,朝阳区湖景东路9号新奥购物中心B1楼 84377373,炸酱面 亚运村,肉丁炸酱面 炸酱面 麻豆腐,41,7.6,8.1,7.8,133,116.40304,40.006557
秀才家(安定门店),/shop/513873,北京菜,东城区安定门大街39号 64001790,家常菜 安定门,烤鱼 麻辣香锅 李鸿章臭豆腐,38,6.8,6.6,6.6,133,116.41441,39.954243
小女贼的猫腻鱼火锅,/shop/8853360,火锅,朝阳区来广营顺白路1号地28号 64313922,鱼火锅 望京,鲟鱼 鸡尾酒 软炸鱼骨,91,8,8.4,8.5,133,116.50131,40.04929
田野永和,/shop/2092747,小吃快餐,东城区东长安街1号东方广场东方新天地CC05号 85186003,快餐/简餐 王府井/东单,皮蛋瘦肉粥 油条 煎饺,21,6,6.1,6.4,133,116.41867,39.915707
素直,/shop/5394414,素菜,东城区东四十条甲22号南新仓商务大厦1楼东侧 52185148,素菜 东四,星岛密汁牛肉粒 融合泰汁鱼 素直脆豆腐,118,8.7,8.9,8.8,133,116.439255,39.93974
赛百味(东方广场店) 分店,/shop/4233640,西餐,东城区东长安街1号东方广场东方新天地B1楼EE12C号 85181878,西式简餐 王府井/东单,金枪鱼三明治 培根三明治 意大利经典,22,8.1,7.8,7.7,133,116.42351,39.915794
庆丰包子铺(白塔寺店) 分店,/shop/1958758,小吃快餐,西城区阜成门内大街135号 66181638,包子 阜成门,炒肝 包子 素三鲜包子,13,6.8,6.6,6.1,133,116.37185,39.929916
民天酒楼(石佛营店) 分店,/shop/2045368,北京菜,朝阳区石佛营北里114号 85816867,家常菜 婚宴酒店 十里堡,宫爆鸡丁 鱼香肉丝 烤鸭,45,7.7,6.4,6.6,133,116.34525,39.818073
米乐星KTV自助餐,/shop/3259114,自助餐,东城区崇文门外大街9号正仁大厦1楼米乐星KTV内 67088899,自助餐 崇文门,麻辣烫 没有 猪蹄,67,6.6,7.7,7.9,133,116.4245,39.901886
老北京门钉肉饼传统爆肚,/shop/3271273,小吃快餐,朝阳区安定门外大街33号 84129790,老北京小吃 安贞 和平里,门钉肉饼 爆肚 炸灌肠,42,7.9,7.2,7.1,133,116.41406,39.966335
口福居牛汤泡饼,/shop/4111226,小吃快餐,海淀区知春路29号大运村7-8号楼 ,老北京小吃 双榆树 中关村,牛汤泡饼 牛肉烩面 麻辣烫,17,8.5,8,8.1,133,116.349236,39.982952
金湘黔,/shop/514434,贵州菜,海淀区复兴路83-8号九州大厦2楼 66706183,贵州菜 五棵松,酸汤鱼 米豆腐 小米炸,49,6.3,6.6,7,133,116.25985,39.915215
嘉和一品粥(天通苑店) 分店,/shop/3231286,小吃快餐,昌平区地铁5号线天通苑站底层东侧 59134491,粥店 天通苑,皮蛋瘦肉粥 扁豆焖面 牛肉馅饼,26,7.3,7.4,7.7,133,116.41908,40.080753
黄记煌三汁焖锅(黄村店) 分店,/shop/1935841,川菜 火锅,大兴区黄村枣园东里21-23号 69261862,其他火锅 香锅 黄村,鸡翅锅 鲶鱼锅 宽粉,76,7,6.7,6.7,133,116.34086,39.759262
钢镚儿火锅店(护国寺店) 分店,/shop/3894997,火锅,西城区护国寺街101号 83226796,其他火锅 新街口,嫩羊羊 酸梅汤 秘制钢镚儿调料,74,7.8,7.7,7.9,133,116.38084,39.941257
大德酒场,/shop/5503302,日本,朝阳区朝阳公园路1-7号 58670280,日本料理 朝阳公园/团结湖,烤串 刺身 寿喜烧,149,8.5,8.5,8.4,133,116.47794,39.957233
冲绳居,/shop/514466,北京菜,海淀区蓟门里小区南小门内 62070188,家常菜 北太平庄,木桶盐插虾 啤酒鸡 烧汁茄子,40,8,7.6,7.7,133,116.35766,39.97905
Noodle Bar,/shop/5696127,西餐,东城区崇文门外大街3-18号贝尔特酒店1楼 67081188,酒吧 西式简餐 崇文门,laksa 榴莲蛋糕 牛肉面,43,8.2,8.5,8.3,133,116.42373,39.905296
鱼江湖碳烤全鱼,/shop/2226736,川菜,海淀区志新路16号院15栋1楼 62342274,香锅 五道口,金针菇 午餐肉 鸡翅,44,7.5,7.4,7.7,132,116.37189,39.998962
永和大王(南礼士路店) 分店,/shop/2383486,小吃快餐,西城区复兴门外大街丁3号 ,快餐/简餐 复兴门,豆浆 油条 卤肉饭,22,7.1,7.5,6.7,132,116.35821,39.91333
羊满金火锅城,/shop/514144,火锅,朝阳区朝阳北路白家楼 65757137,羊蝎子 定福庄,羊蝎子 面片 炸腐竹,49,7.9,5.2,5.7,132,116.55084,39.933952
文渔乡,/shop/2020123,川菜,朝阳区利泽中街望京花园西区103号楼 64741521,川菜 望京,酸汤鱼 水煮鱼 蕨根粉,71,8.1,7.9,8,132,116.475266,40.014076
庆丰包子铺(大屯路店) 分店,/shop/2991154,小吃快餐,朝阳区大屯路甲2号 ,包子 亚运村,鲜虾菜心 猪肉三鲜 猪肉梅干菜,14,6.6,6.5,6.2,132,116.38314,40.0076
起司家(地安门店) 分店,/shop/13892022,西餐,西城区地安门外大街36号 ,面包甜点 西式简餐 地安门 什刹海,焦糖榴莲布丁 猫山王榴莲重芝士 榴莲芝士,38,8.9,8.7,8.8,132,116.40253,39.945858
联联 (暂停营业),/shop/507795,日本,东城区新中街乙12号紫铭大厦1楼 64156415,日本料理 东直门,三文鱼刺身 刺身 比目鱼活造,189,7.7,8.4,8.2,132,116.44842,39.94241
乐食派麻辣香锅(大兴华堂店) 分店,/shop/3658372,川菜,大兴区康庄路10号华堂商场3楼 69293235,香锅 黄村,青笋 金针菇 培根,59,7.3,7.5,7.1,132,116.34441,39.763386
静莲斋素食自助餐厅(中关村店) 分店,/shop/13848191,自助餐 素菜,海淀区苏州街乙16号 56016078,素菜 自助餐 中关村,南瓜粥 麻辣香锅 素香肠,28,8.3,8,8.4,132,116.313,39.98553
晋宝章大同刀削面(白广路店) 分店,/shop/3106843,小吃快餐,西城区枣林前街37号 63565700,山西菜 粉面馆 广内大街,小炖肉刀削面 刀削面 凉粉,19,8.3,7.3,7.6,132,116.36378,39.88933
华天峨嵋酒家(金源店) 分店,/shop/6032569,川菜,海淀区远大路1号金源时代购物中心 88878603,川菜 婚宴酒店 远大路,宫保鸡丁 干烧桂鱼 鸡丝凉面,75,7.6,7.5,7.3,132,116.29801,39.96497
呷哺呷哺(苏州街店) 分店,/shop/3992794,火锅,海淀区海淀南路13号亿方大厦2楼 ,其他火锅 中关村,麻酱 肥牛 羊肉,40,7.8,7.5,7.7,132,116.313354,39.9822
沸腾渝家(石景山店) 分店,/shop/5213912,北京菜 川菜,石景山区石景山路2号台湾街C1区 68647436,川菜 家常菜 鲁谷,没有 铁板茄子 水煮鱼,56,7.7,8,8,132,116.24925,39.911217
楚湘阁大酒楼,/shop/509987,湖北菜,朝阳区和平里东街南口13号 84225858,湖北菜 安贞 和平里,剁椒鱼头 热干面 小炒黄牛肉,47,6.9,6.8,6.4,132,116.43192,39.955738
粥饼面饭(太月园店) 分店,/shop/2089579,小吃快餐,海淀区知春路罗庄西里小区 82350331,老北京小吃 双榆树 中关村,扁豆焖面 免费咸菜 皮蛋瘦肉粥,18,7.8,7.2,7.7,131,116.35089,39.981052
玉林烤鸭店(金台路店) 分店,/shop/5134711,北京菜,朝阳区延静西里甲7号楼锦江之星1楼 65005355,烤鸭 婚宴酒店 大望路,烤鸭 九转大肠 毛血旺,66,8.1,8.2,8,131,116.49106,39.92627
燕枫楼,/shop/516105,北京菜,海淀区建材城西路育新小区北口 82957091,家常菜 清河,烤鸭 四喜丸子 海鲜全家福,60,6.9,7.5,7.2,131,116.364525,40.068165
馅满城,/shop/3530335,北京菜,朝阳区朝阳路乙3号芙蓉宾馆底商 65568698,家常菜 十里堡,馅满饺子 饺子 豆汁,36,8.1,7.4,7.3,131,116.507286,39.921642
五洲皇冠亚洲咖啡园,/shop/564962,自助餐,朝阳区北四环中路8号五洲皇冠国际酒店1楼 84982288,自助餐 亚运村,甜品 三文鱼 烤牛排,237,8.2,8.8,8.7,131,116.411835,39.99633
五福缘(广安门店) 分店,/shop/1919641,小吃快餐 川菜,西城区广安门登莱胡同4号 63553515,饺子 川菜 广内大街,饺子 宫保鸡丁 烤鸭,34,7.3,6.7,6.6,131,116.36213,39.894135
无量羊汤,/shop/6074412,小吃快餐,朝阳区建华南路6号院1号楼卓明大厦底商 65687190,快餐/简餐 国贸,羊汤 奥尔良烤翅 特级花枝丸,28,8.1,8.2,8.1,131,116.45115,39.912834
甜鸭梨烤鸭店(农大店),/shop/1966420,北京菜,海淀区圆明园西路农大西校区对面 62898237,烤鸭 颐和园,烤鸭 抛饼 炸鲜奶,49,6.2,6.2,6.2,131,116.28553,40.03062
天香回味台湾养生火锅,/shop/8068344,火锅,朝阳区朝阳门外大街18号丰联广场3楼 65883361,其他火锅 朝外大街,天香回味锅 芝士丸 上等肥牛,99,9,9,9.1,131,116.44473,39.929867
食立方(羊坊店) 分店,/shop/3466603,小吃快餐,海淀区羊坊店路11号1楼北面 51933168,快餐/简餐 公主坟/万寿路,豆角肉焖面 麻将糖饼 榴莲酥,26,6.3,7,6.6,131,116.32731,39.908367
庆丰包子铺(灯市口店) 分店,/shop/2081410,小吃快餐,东城区灯市口大街57号二十五中西侧 65265357,包子 东四,包子 炒肝 猪肉大葱包子,11,7.3,7.2,6.9,131,116.41976,39.925045
青年餐厅(星城店) 分店,/shop/580735,北京菜,房山区燕化星城紫燕中路5号 69331818,家常菜 婚宴酒店,烤鸭 家常菜 毛血旺,58,6.2,6.7,6.5,131,116.06906,39.71676
孟福楼桂林米粉(灯市口店) 分店,/shop/515255,小吃快餐,东城区金宝街99号丽晶酒店旁 65252699,粉面馆 王府井/东单,五香牛腩粉 酸辣笋尖粉 酸辣笋尖,13,7.5,5.2,6.2,131,116.42562,39.92198
箩箩酸汤鱼火锅(双井店) 分店,/shop/2976835,贵州菜,朝阳区东柏街10号时代国际01号 52006200,贵州菜 双井,酸汤鱼 米豆腐 乌江鱼,73,7.9,7.7,7.7,131,116.47163,39.9007
肯德基(西直门店) 分店,/shop/2616535,小吃快餐,西城区西直门南 58301455,快餐/简餐 西直门/动物园,奥尔良烤翅 圣代 蛋挞,27,7.4,7.4,7.1,131,116.35914,39.947037
嘉和一品粥(公益西桥店) 分店,/shop/3548479,小吃快餐,丰台区马家堡城南嘉园益城园14号楼华联商厦1-2楼 58310842,粥店 公益西桥,扁豆焖面 一品粥 皮蛋瘦肉粥,30,7.5,7.6,7.3,131,116.37515,39.839577
管氏翅吧(右安门店) 分店,/shop/2484928,小吃快餐,丰台区右安门开阳里三街五区4号楼 83538230,烧烤 开阳里,烤翅 烤馒头片 微辣的烤翅,47,8.3,7.6,7.6,131,116.37686,39.87172
哥们儿de小馆儿,/shop/4131471,北京菜,海淀区中关村南四街13号紫金数码园4-104号 62662656,家常菜 中关村,麻辣小龙虾 咖喱鸡 跳水牛蛙,81,7.4,8.1,8.2,131,116.342476,39.9842
高氏麻辣烫(六道口店) 分店,/shop/2273329,小吃快餐,海淀区学院路 ,麻辣烫 五道口,麻辣烫 炒饼 蛋炒饭,15,8.3,5.6,6.8,131,116.35985,39.99207
呷哺呷哺(双安店) 分店,/shop/3627646,火锅,海淀区北三环西路38号双安商场5楼食府内 ,其他火锅 双榆树,麻酱 咖喱锅 肥牛,40,8.2,8,8,131,116.33213,39.97256
东北乡村人家(东四十条店) 分店,/shop/516657,东北菜,东城区东四十条新中街19号 64177646,东北菜 东直门,大拉皮 锅包肉 东北乱炖,39,7.2,6.5,6.5,131,116.445656,39.942383
成都驻京办餐厅,/shop/513399,川菜,东城区沙滩后街30号蜀都宾馆 64034440-2241,川菜 东四,水煮鱼 担担面 毛血旺,55,7.7,7.1,7.2,131,116.40701,39.93157
百年食府(黄村店) 分店,/shop/2389150,海鲜,大兴区清源西路康隆园49号 60237555,海鲜 婚宴酒店 黄村,牛仔骨 澳龙 叉烧酥,86,7.7,8,7.9,131,116.32833,39.76781
粤海烤鸭店(白家庄店),/shop/508387,北京菜,朝阳区白家庄路东里26号 65821709,烤鸭 鲁菜 朝阳公园/团结湖,烤鸭 盐水鸭肝 烤麸,80,7,6.4,6.4,130,0,0
渔公渔婆(幸福大街店) 分店,/shop/3265039,海鲜,东城区幸福大街39号 67111900,海鲜 婚宴酒店 广渠门,粉丝蒸扇贝 龙虾 多宝鱼,103,7.3,7.9,7.4,130,116.43694,39.895412
乙十六(红领巾公园店) 分店,/shop/4704484,小吃快餐 北京菜,朝阳区八里庄5号红领巾公园内 64263388,粤菜 婚宴酒店 朝阳公园/团结湖,鹅肝 香酥果肉 海参,511,8.4,8.9,9,130,116.49755,39.93145
炭花烤场,/shop/5861492,小吃快餐,西城区旧鼓楼大街141号 84083182,烧烤 地安门 什刹海,烤金针菇 蜜汁鸡翅 烤面包片,52,8.2,8,8.2,130,116.40022,39.94831
食神锅奉行(西单店) 分店,/shop/2854966,火锅,西城区华远街9号置地星座15-1号 58518056,其他火锅 西单,四喜面 虾方 金汤王,398,8.5,8.8,8.7,130,116.37717,39.91545
胜古酒家,/shop/8008133,川菜,朝阳区胜古北路南里1号楼 56171717,粤菜 湘菜 安贞,胜古招牌酥皮虾 捞拌松花蛋 小米浓汤海味狮子头,59,8.4,8.4,8.6,130,116.41703,39.97857
茹心意一碗羊汤(柳芳店),/shop/2951146,小吃快餐,朝阳区柳芳北街6号 18910138717,其他小吃 左家庄,烧饼 羊汤 羊肉汤,25,8.6,7.8,8.5,130,116.44354,39.964886
农大公主楼食堂,/shop/2493115,北京菜,海淀区清华东路17号中国农业大学公主楼2楼 51423506,家常菜 五道口,小火锅 玉米烙 烤鸭,19,8.6,8.2,8.1,130,116.32969,39.96628
眉州东坡小吃(亦庄店) 分店,/shop/3363871,小吃快餐,大兴区亦庄宏达北路18号大地商务楼1楼 67862009,其他小吃 亦庄,担担面 麻辣烫 酸辣粉,36,8.6,8.3,8,130,116.51756,39.803776
老门框爆肚(方庄南路店) 分店,/shop/2518876,小吃快餐,丰台区方庄南路 67655783,老北京小吃 方庄,爆肚 烧饼 手切羊肉,77,8.8,6.6,7.6,130,116.44513,39.8559
老北京包子,/shop/567449,小吃快餐,海淀区花园北路甲44号 62033299,包子 北太平庄,包子 酸辣汤 梅菜扣肉,17,6.4,5.5,5.7,130,116.36825,39.987396
红菜坊 分店,/shop/2293972,北京菜,顺义区顺义老二中院内 69440077,家常菜,饺子 宫保鸡丁 水煮鱼,59,7.7,7.8,7.7,130,116.646996,40.136307
很久以前烤串坊(花样年华店) 分店,/shop/5263426,小吃快餐,昌平区南环路花样年华底商28-3号 18801327669,烧烤 昌平镇,鸡翅 五花肉 蜂蜜鸡翅,63,8.3,8.6,8.5,130,116.23616,40.21782
官也街澳门火锅(东直门店) 分店,/shop/5373828,火锅,东城区东直门内大街9号NAGA上院公寓 84078842,其他火锅 东直门,猪骨鸡脚煲 猪肚猪脚锅 顶级雪花牛肉,209,8.8,8.8,8.8,130,116.43446,39.94848
风林火山私家牛板筋火锅(闹市口... 分店,/shop/9302761,火锅,西城区闹市口大街61号 66010245,其他火锅 复兴门,牛板筋火锅 烤羊蝎子 红柳肉串,67,8.3,8.1,8.1,130,116.3704,39.90972
竹林诗语(华贸店) 分店,/shop/4174702,川菜,朝阳区建国路87号华贸购物中心1号楼B1楼18b号 59695277,川菜 大望路,水煮鱼 毛血旺 麻辣香锅,54,7.8,8,8,129,116.48583,39.914936
悦府餐饮,/shop/6116380,北京菜,朝阳区太阳宫中路12号凯德MALL 5楼 84150879,烤鸭 婚宴酒店 亮马桥/三元桥,烤鸭 干炸小丸子 火燎鸭心,110,7.6,8.5,7.4,129,116.454094,39.9779
于记串吧(五道口店),/shop/4704424,小吃快餐,海淀区五道口东升园公寓12号 62574897,烧烤 五道口,鸡翅 烤香菇 蜜汁鸡翅,59,8,8.3,7.9,129,116.34417,39.994244
优莉雅欧亚餐厅,/shop/4506666,西餐,朝阳区双井桥南20米路西4楼 57213732,其他西餐 双井,蜜汁鸡排 牛仔骨 杏仁豆腐,31,7.8,8.2,8.5,129,116.46812,39.896034
永和大王(北展店) 分店,/shop/2465836,小吃快餐,西城区西直门外大街135号北京展览馆入口东 88374752,快餐/简餐 西直门/动物园,豆浆 油条 冰豆浆,22,7,7,7.2,129,116.35258,39.94775
燕郊烧鸽子,/shop/3178141,东北菜,朝阳区东四环中路16号和众汽车运输集团内 67768368,东北菜 朝阳其它,烤鸽子 羊肉串 水豆腐,84,8.7,8.1,8.2,129,116.496796,39.889435
天下第一粉儿(西单店) 分店,/shop/3317209,小吃快餐,西城区横二条59号西单明珠商场八楼义信堂内 15010800246,粉面馆 西单,酸辣粉 手抓饼 铁板,9,8.3,6.6,7.4,129,116.3827,39.916058
天地涮肉,/shop/511654,火锅,海淀区大柳树路23号 62187844,涮羊肉 北下关,鲜羊肉 涮羊肉 小料,53,8.1,6.5,6.9,129,116.3423,39.958103
私川物语,/shop/5736149,川菜,朝阳区三间房南里4号 65715108,川菜 香锅 管庄 十里堡,极品毛血旺 麻婆豆腐 香辣什锦锅,73,8.6,8.2,8.6,129,116.58119,39.92037
顺溜面馆,/shop/5260538,小吃快餐,东城区朝阳门南小街219号 85162626,粉面馆 王府井/东单,口水鸡凉面 肉酱面 酸辣土豆粉,26,7.3,7.5,7.3,129,116.43281,39.92392
蜀珍楼,/shop/514501,川菜,朝阳区花家地街花家地北里1号楼1门 64737687,川菜 望京,水煮鱼 毛血旺 酸菜鱼,45,7.3,7.2,7.4,129,116.47388,39.992664
山晋云中刀削面 分店,/shop/515737,小吃快餐,海淀区志新西路16号 82376868,粉面馆 五道口,刀削面 三种面都喜欢 凉菜拼盘,16,7.8,6.2,6.2,129,116.37195,39.99918
牛大碗面馆 分店,/shop/512156,小吃快餐,多家连锁店 ,粉面馆,拉面 烤串 牛肉面,14,6.7,5.2,5.6,129,116.454704,39.961258
箩箩酸汤鱼火锅(红庙店) 分店,/shop/2381758,贵州菜,朝阳区朝阳路红庙消防队东侧 65919979,贵州菜 大望路,酸汤鱼 乌江鱼 米豆腐,83,7.7,7.3,7.1,129,116.490616,39.921055
老五四季涮肉(广外店) 分店,/shop/2366680,火锅,西城区广安门外红居南街1号奇峰宾馆1楼 63475025,涮羊肉 广外大街,鲜羊肉 肥牛 黑百叶,61,8.7,8.1,8.3,129,116.34695,39.88936
老秦人(亚运村店) 分店,/shop/4268892,小吃快餐,朝阳区慧忠北路1-2号 64977188,其他小吃 亚运村,肉夹馍 秦镇米皮 臊子面,26,7,7.2,6.8,129,116.41804,40.005306
口留香煎饼(来福士店) 分店,/shop/4529917,小吃快餐,东城区东直门南大街1号来福士购物中心B1楼 ,其他小吃 东直门,煎饼,7,7.9,7.7,7.9,129,116.43872,39.946194
京湘粤食府,/shop/1933753,北京菜,丰台区西四环郑常庄大成路7号天利大厦2-3楼 68670155,湘菜 粤菜 青塔,剁椒鱼头 乡村煮牛蛙 土鸡汤,92,7.6,8,7.7,129,116.27603,39.89607
金九龙豆花庄(德胜门店) 分店,/shop/571916,川菜,西城区安德路81号 82066660,川菜 婚宴酒店 德外大街,烤鸭 石烧一桶骨 豆花,96,7.3,7.9,7.1,129,116.38791,39.957684
汉丽轩烤肉超市(火神庙店) 分店,/shop/5392809,自助餐,大兴区黄村东大街火神庙购物中心乐购超市B1号 61210415,自助餐 韩国料理 黄村,培根 大虾 五花肉,45,6.7,6.9,7.2,129,116.34985,39.736694
郭大佬面馆串吧,/shop/2560426,小吃快餐,石景山区玉泉路东北口 ,烧烤 五棵松,麻辣烫 担担面 烤馒头片,20,6.3,6.2,5.5,129,116.259674,39.93466
呷哺呷哺(六里桥亿客隆店) 分店,/shop/3446845,火锅,丰台区西三环南路10号亿客隆三层 61267119,其他火锅 六里桥/丽泽桥,蔬菜拼盘 羊肉 小料,39,8.1,7.4,7.3,129,0,0
丁丁洋回转自助火锅(五道口国际... 分店,/shop/6215032,火锅,海淀区成府路29号五道口国际美食苑 ,其他火锅 五道口,培根 哈密瓜 撒尿牛丸,37,7.1,7.3,7.3,129,116.345245,39.99918
百万轩家常菜,/shop/513049,北京菜,丰台区青塔小区秀园5号楼西侧 68691270,家常菜 烤鸭 青塔,水煮鱼 烤鸭 宫保鸡丁,56,7.2,7.1,7,129,116.269684,39.89596
